area_type,location,total_sqft,bath,balcony,price,bhk,price_per_sqft,total_rooms
Super built-up  Area,Bellandur,1088.0,2.0,2.0,48.0,2.0,4411.764705882353,4.0
Super built-up  Area,Hosa Road,1533.0,3.0,1.0,98.18,3.0,6404.4357469015,6.0
Super built-up  Area,Rachenahalli,1100.0,2.0,1.0,68.0,2.0,6181.818181818182,4.0
Built-up  Area,Thubarahalli,1540.0,3.0,3.0,90.0,3.0,5844.1558441558445,6.0
Super built-up  Area,Hebbal,1244.0,3.0,2.0,48.0,2.0,3858.520900321543,5.0
Super built-up  Area,Hosa Road,1040.0,2.0,1.0,68.59,2.0,6595.192307692308,4.0
Super built-up  Area,Begur Road,1260.0,2.0,1.0,39.69,2.0,3150.0,4.0
Super built-up  Area,Thigalarapalya,1245.0,2.0,2.0,100.0,2.0,8032.128514056225,4.0
Super built-up  Area,Other,1350.0,3.0,0.0,75.0,3.0,5555.555555555556,6.0
Super built-up  Area,Other,470.0,2.0,1.0,10.0,1.0,2127.659574468085,3.0
Super built-up  Area,Vijayanagar,920.0,2.0,2.0,60.0,2.0,6521.739130434783,4.0
Built-up  Area,Other,2300.0,7.0,0.0,160.0,6.0,6956.521739130435,13.0
Super built-up  Area,Sarjapur,1124.0,2.0,1.0,30.35,2.0,2700.1779359430607,4.0
Super built-up  Area,Yelahanka New Town,2095.0,3.0,1.0,109.0,4.0,5202.863961813842,7.0
Super built-up  Area,Begur Road,1100.0,2.0,1.0,71.42,2.0,6492.727272727273,4.0
Super built-up  Area,Vijayanagar,1019.0,2.0,1.0,58.0,2.0,5691.854759568204,4.0
Super built-up  Area,Harlur,1756.0,3.0,2.0,128.0,3.0,7289.293849658315,6.0
Super built-up  Area,Bommasandra,1280.0,3.0,1.0,50.0,3.0,3906.25,6.0
Plot  Area,Kenchenahalli,1200.0,3.0,2.0,125.0,4.0,10416.666666666666,7.0
Super built-up  Area,Indira Nagar,1700.0,3.0,2.0,150.0,3.0,8823.529411764706,6.0
Super built-up  Area,Whitefield,2134.0,4.0,2.0,118.0,3.0,5529.522024367385,7.0
Super built-up  Area,Hosa Road,1369.1,2.0,1.0,98.0,2.0,7157.986998758309,4.0
Plot  Area,Other,1313.0,4.0,2.0,150.0,3.0,11424.219345011425,7.0
Super built-up  Area,Other,2515.0,4.0,3.0,155.0,3.0,6163.021868787277,7.0
Super built-up  Area,Thigalarapalya,2215.0,4.0,2.0,154.0,3.0,6952.5959367945825,7.0
Super built-up  Area,Other,1440.0,3.0,2.0,72.0,3.0,5000.0,6.0
Super built-up  Area,Hennur Road,1186.0,2.0,2.0,55.33,3.0,4665.2613827993255,5.0
Super built-up  Area,Uttarahalli,1350.0,2.0,2.0,47.24,3.0,3499.259259259259,5.0
Super built-up  Area,Hebbal,1800.0,3.0,2.0,140.0,3.0,7777.777777777777,6.0
Built-up  Area,Kudlu,1600.0,3.0,3.0,79.0,3.0,4937.5,6.0
Built-up  Area,GM Palaya,1000.0,2.0,1.0,35.0,2.0,3500.0,4.0
Super built-up  Area,Cunningham Road,2275.0,3.0,3.0,285.0,3.0,12527.472527472528,6.0
Super built-up  Area,Binny Pete,1740.0,3.0,1.0,150.0,3.0,8620.689655172413,6.0
Built-up  Area,Malleshwaram,900.0,2.0,1.0,90.0,2.0,10000.0,4.0
Built-up  Area,Benson Town,1567.0,3.0,0.0,140.0,2.0,8934.269304403319,5.0
Super built-up  Area,Kambipura,1082.0,2.0,1.0,45.5,3.0,4205.1756007393715,5.0
Built-up  Area,Nagarbhavi,1050.0,2.0,1.0,80.0,2.0,7619.047619047619,4.0
Super built-up  Area,Other,1200.0,2.0,1.0,56.0,2.0,4666.666666666667,4.0
Built-up  Area,Begur,3500.0,4.0,2.0,185.0,3.0,5285.714285714285,7.0
Super built-up  Area,Dasarahalli,1220.0,2.0,2.0,52.0,2.0,4262.295081967213,4.0
Super built-up  Area,Binny Pete,1970.0,3.0,2.0,164.0,3.0,8324.873096446701,6.0
Super built-up  Area,Other,2665.0,3.0,1.0,350.0,3.0,13133.208255159474,6.0
Built-up  Area,Kanakapura,2130.0,4.0,0.0,120.0,4.0,5633.802816901409,8.0
Super built-up  Area,Harlur,1749.0,3.0,2.0,120.0,3.0,6861.06346483705,6.0
Super built-up  Area,Subramanyapura,1260.0,2.0,1.0,108.0,2.0,8571.42857142857,4.0
Super built-up  Area,6th Phase JP Nagar,1170.0,2.0,2.0,120.0,2.0,10256.410256410256,4.0
Super built-up  Area,Other,1670.0,3.0,2.0,75.0,3.0,4491.017964071856,6.0
Super built-up  Area,Hennur Road,2264.0,3.0,2.0,168.0,3.0,7420.494699646643,6.0
Super built-up  Area,Other,3500.0,5.0,2.0,450.0,4.0,12857.142857142857,9.0
Super built-up  Area,Begur,1100.0,2.0,2.0,55.0,2.0,5000.0,4.0
Super built-up  Area,Chandapura,674.0,1.0,1.0,19.9,2.0,2952.522255192878,3.0
Super built-up  Area,Koramangala,1320.0,2.0,1.0,160.0,2.0,12121.212121212122,4.0
Super built-up  Area,Electronics City Phase 1,1125.0,2.0,2.0,65.0,2.0,5777.777777777777,4.0
Super built-up  Area,Nagavara,1125.0,2.0,2.0,44.5,2.0,3955.5555555555557,4.0
Super built-up  Area,Other,700.0,2.0,1.0,29.0,2.0,4142.857142857143,4.0
Built-up  Area,BTM Layout,1300.0,2.0,1.0,75.0,3.0,5769.2307692307695,5.0
Super built-up  Area,JP Nagar,1600.0,3.0,2.0,83.0,3.0,5187.5,6.0
Super built-up  Area,Magadi Road,1052.0,2.0,1.0,60.0,3.0,5703.42205323194,5.0
Super built-up  Area,Devarachikkanahalli,1130.0,2.0,2.0,36.0,2.0,3185.8407079646017,4.0
Super built-up  Area,BTM 2nd Stage,2200.0,3.0,3.0,220.0,3.0,10000.0,6.0
Built-up  Area,Electronic City,1500.0,2.0,1.0,63.0,3.0,4200.0,5.0
Super built-up  Area,Old Madras Road,1350.0,3.0,1.0,47.25,3.0,3500.0,6.0
Super built-up  Area,Gottigere,1230.0,2.0,2.0,52.0,3.0,4227.642276422765,5.0
Super built-up  Area,Haralur Road,1520.0,2.0,2.0,85.0,3.0,5592.105263157895,5.0
Super built-up  Area,Kanakpura Road,525.0,1.0,1.0,26.25,1.0,5000.0,2.0
Super built-up  Area,Hosa Road,1040.0,2.0,1.0,61.0,2.0,5865.384615384615,4.0
Built-up  Area,Other,1300.0,2.0,1.0,67.0,3.0,5153.846153846154,5.0
Super built-up  Area,Old Airport Road,2690.0,4.0,3.0,201.0,4.0,7472.118959107806,8.0
Super built-up  Area,Domlur,780.0,1.0,1.0,70.0,1.0,8974.358974358975,2.0
Super built-up  Area,Panathur,1140.0,2.0,1.0,51.2,2.0,4491.228070175439,4.0
Super built-up  Area,Chandapura,1225.0,3.0,1.0,33.08,3.0,2700.408163265306,6.0
Built-up  Area,Nagavarapalya,646.0,1.0,0.0,25.84,1.0,4000.0,2.0
Super built-up  Area,Cox Town,1600.0,3.0,1.0,150.0,3.0,9375.0,6.0
Super built-up  Area,Kadugodi,1890.0,4.0,3.0,125.0,3.0,6613.756613756614,7.0
Super built-up  Area,Whitefield,1458.0,2.0,2.0,62.0,3.0,4252.400548696845,5.0
Super built-up  Area,Green Glen Layout,1970.0,3.0,2.0,160.0,3.0,8121.827411167513,6.0
Plot  Area,Whitefield,1808.0,4.0,0.0,80.0,3.0,4424.778761061947,7.0
Built-up  Area,Balagere,1007.0,2.0,1.0,67.0,2.0,6653.4260178748755,4.0
Super built-up  Area,Doddathoguru,1105.0,2.0,1.0,50.0,2.0,4524.886877828054,4.0
Super built-up  Area,Lakshminarayana Pura,1700.0,3.0,3.0,150.0,3.0,8823.529411764706,6.0
Super built-up  Area,Raja Rajeshwari Nagar,1170.0,2.0,3.0,50.0,2.0,4273.504273504273,4.0
Built-up  Area,Chandapura,1080.0,2.0,3.0,45.0,2.0,4166.666666666667,4.0
Super built-up  Area,Kaggalipura,1150.0,2.0,1.0,62.0,3.0,5391.304347826087,5.0
Super built-up  Area,Ramamurthy Nagar,1200.0,2.0,1.0,57.9,2.0,4825.0,4.0
Super built-up  Area,Kudlu Gate,1656.0,3.0,2.0,75.0,3.0,4528.985507246377,6.0
Super built-up  Area,KR Puram,1040.0,2.0,2.0,50.0,2.0,4807.692307692308,4.0
Super built-up  Area,Hosur Road,1085.0,2.0,2.0,33.7,2.0,3105.9907834101386,4.0
Super built-up  Area,Other,1215.0,2.0,2.0,49.75,3.0,4094.650205761317,5.0
Built-up  Area,NRI Layout,2150.0,4.0,2.0,115.0,4.0,5348.837209302325,8.0
Super built-up  Area,Panathur,1210.0,2.0,1.0,77.0,2.0,6363.636363636364,4.0
Built-up  Area,Other,1050.0,2.0,1.0,55.0,2.0,5238.0952380952385,4.0
Super built-up  Area,Mysore Road,947.55,2.0,1.0,80.0,2.0,8442.826236082528,4.0
Built-up  Area,Malleshpalya,1421.0,2.0,1.0,90.0,2.0,6333.56790992259,4.0
Super built-up  Area,Old Madras Road,1425.0,2.0,2.0,74.31,3.0,5214.736842105263,5.0
Super built-up  Area,Budigere,1162.0,2.0,1.0,58.0,2.0,4991.394148020654,4.0
Super built-up  Area,Whitefield,905.0,1.0,1.0,60.0,1.0,6629.834254143647,2.0
Super built-up  Area,Sarjapur  Road,914.0,2.0,1.0,32.0,2.0,3501.09409190372,4.0
Built-up  Area,Other,1258.0,2.0,0.0,58.0,2.0,4610.492845786964,4.0
Plot  Area,Hormavu,3500.0,4.0,1.0,289.0,4.0,8257.142857142857,8.0
Plot  Area,Poorna Pragna Layout,2400.0,6.0,2.0,450.0,7.0,18750.0,13.0
Built-up  Area,Ramagondanahalli,4200.0,4.0,2.0,800.0,4.0,19047.619047619046,8.0
Super built-up  Area,Whitefield,1537.0,2.0,3.0,70.0,3.0,4554.326610279766,5.0
Super built-up  Area,Chikkalasandra,1230.0,2.0,2.0,53.51,3.0,4350.40650406504,5.0
Plot  Area,Other,2400.0,5.0,2.0,300.0,6.0,12500.0,11.0
Super built-up  Area,Malleshwaram,2250.0,3.0,1.0,200.0,3.0,8888.888888888889,6.0
Plot  Area,Hosur Road,2000.0,4.0,1.0,69.0,4.0,3450.0,8.0
Super built-up  Area,Other,3000.0,4.0,3.0,130.0,8.0,4333.333333333333,12.0
Built-up  Area,Kumaraswami Layout,2600.0,4.0,0.0,325.0,4.0,12500.0,8.0
Built-up  Area,Indira Nagar,3200.0,3.0,2.0,250.0,4.0,7812.5,7.0
Built-up  Area,Anjanapura,950.0,2.0,0.0,32.0,2.0,3368.4210526315787,4.0
Super built-up  Area,Marathahalli,4000.0,4.0,2.0,200.0,4.0,5000.0,8.0
Super built-up  Area,Yelahanka,1282.0,2.0,1.0,48.72,3.0,3800.312012480499,5.0
Built-up  Area,Banashankari Stage III,1304.0,2.0,0.0,111.0,2.0,8512.269938650306,4.0
Super built-up  Area,7th Phase JP Nagar,2100.0,3.0,2.0,200.0,3.0,9523.809523809523,6.0
Built-up  Area,Jakkur,1220.0,2.0,2.0,49.0,3.0,4016.3934426229507,5.0
Built-up  Area,7th Phase JP Nagar,1415.0,3.0,1.0,65.0,3.0,4593.639575971732,6.0
Super built-up  Area,Green Glen Layout,1728.0,3.0,2.0,125.0,3.0,7233.7962962962965,6.0
Super built-up  Area,7th Phase JP Nagar,1680.0,3.0,3.0,125.0,3.0,7440.476190476191,6.0
Super built-up  Area,Other,1235.0,2.0,1.0,140.0,2.0,11336.032388663967,4.0
Built-up  Area,Yelahanka,3990.0,4.0,1.0,260.0,4.0,6516.290726817043,8.0
Built-up  Area,Kasavanhalli,1495.0,2.0,2.0,83.0,2.0,5551.8394648829435,4.0
Plot  Area,Hennur Road,1500.0,5.0,1.0,175.0,5.0,11666.666666666666,10.0
Super built-up  Area,Yeshwanthpur,2501.0,3.0,3.0,138.0,3.0,5517.792882846861,6.0
Carpet  Area,Kanakpura Road,381.0,1.0,0.0,28.0,1.0,7349.081364829396,2.0
Super built-up  Area,Other,3301.8,5.0,2.0,570.0,4.0,17263.310921315646,9.0
Super built-up  Area,Hennur Road,2002.0,3.0,2.0,120.0,3.0,5994.005994005994,6.0
Built-up  Area,Other,3200.0,3.0,0.0,260.0,3.0,8125.0,6.0
Plot  Area,Banjara Layout,1200.0,2.0,2.0,70.0,2.0,5833.333333333333,4.0
Plot  Area,Sarjapur  Road,1500.0,3.0,0.0,235.0,4.0,15666.666666666666,7.0
Plot  Area,Bommasandra,1942.0,3.0,2.0,90.0,3.0,4634.3975283213185,6.0
Built-up  Area,Other,660.0,1.0,0.0,95.0,1.0,14393.939393939394,2.0
Plot  Area,Banashankari Stage III,1200.0,6.0,2.0,170.0,4.0,14166.666666666666,10.0
Built-up  Area,Other,1450.0,3.0,2.0,90.0,3.0,6206.896551724138,6.0
Super built-up  Area,Electronic City,1039.0,2.0,1.0,50.0,2.0,4812.319538017325,4.0
Super built-up  Area,Old Madras Road,1210.0,2.0,1.0,80.0,2.0,6611.570247933884,4.0
Super built-up  Area,Attibele,995.0,1.0,1.0,24.88,2.0,2500.502512562814,3.0
Built-up  Area,Yelahanka,1620.0,3.0,2.0,90.0,3.0,5555.555555555556,6.0
Built-up  Area,Choodasandra,3204.0,4.0,3.0,395.0,3.0,12328.339575530586,7.0
Built-up  Area,Hebbal Kempapura,3408.0,3.0,3.0,260.0,3.0,7629.107981220657,6.0
Built-up  Area,Marathahalli,1314.0,2.0,3.0,55.0,2.0,4185.692541856925,4.0
Super built-up  Area,Bisuvanahalli,945.0,2.0,1.0,33.0,2.0,3492.063492063492,4.0
Built-up  Area,Nehru Nagar,1374.0,3.0,2.0,72.0,3.0,5240.174672489083,6.0
Built-up  Area,Kanakpura Road,1603.0,3.0,3.0,113.0,3.0,7049.282595134124,6.0
Built-up  Area,Kengeri,1230.0,2.0,2.0,52.0,3.0,4227.642276422765,5.0
Super built-up  Area,Basavangudi,670.0,1.0,1.0,50.0,1.0,7462.686567164179,2.0
Super built-up  Area,Sarjapur  Road,1864.0,3.0,2.0,105.0,4.0,5633.0472103004295,7.0
Built-up  Area,Hosa Road,2500.0,3.0,2.0,100.0,3.0,4000.0,6.0
Super built-up  Area,Raja Rajeshwari Nagar,1625.0,2.0,2.0,54.0,3.0,3323.076923076923,5.0
Super built-up  Area,Whitefield,1186.0,2.0,3.0,55.0,2.0,4637.43676222597,4.0
Super built-up  Area,Electronic City,770.0,1.0,1.0,39.9,2.0,5181.818181818182,3.0
Super built-up  Area,Varthur,1085.0,2.0,1.0,45.0,2.0,4147.465437788019,4.0
Super built-up  Area,Other,3754.0,6.0,2.0,480.0,4.0,12786.361214704315,10.0
Super built-up  Area,Other,1893.0,3.0,2.0,115.0,3.0,6075.0132065504495,6.0
Super built-up  Area,Kundalahalli,1496.0,2.0,3.0,78.0,3.0,5213.903743315508,5.0
Super built-up  Area,Chandapura,1305.0,3.0,1.0,33.28,3.0,2550.191570881226,6.0
Super built-up  Area,Electronics City Phase 1,1550.0,2.0,2.0,82.0,3.0,5290.322580645161,5.0
Super built-up  Area,Marathahalli,1200.0,2.0,1.0,58.17,3.0,4847.5,5.0
Super built-up  Area,Electronic City Phase II,1286.0,2.0,2.0,69.0,2.0,5365.47433903577,4.0
Super built-up  Area,Hebbal,1860.0,3.0,2.0,95.0,3.0,5107.5268817204305,6.0
Built-up  Area,Other,425.0,1.0,1.0,750.0,1.0,176470.58823529413,2.0
Super built-up  Area,Haralur Road,1243.0,2.0,2.0,45.0,2.0,3620.2735317779566,4.0
Super built-up  Area,Brookefield,1200.0,2.0,2.0,75.0,2.0,6250.0,4.0
Super built-up  Area,Sarjapur,1044.0,2.0,2.0,32.0,2.0,3065.1340996168583,4.0
Super built-up  Area,7th Phase JP Nagar,1040.0,2.0,1.0,41.59,2.0,3999.038461538462,4.0
Super built-up  Area,8th Phase JP Nagar,1125.0,2.0,2.0,36.94,2.0,3283.5555555555557,4.0
Super built-up  Area,Cunningham Road,3489.0,3.0,1.0,662.0,3.0,18973.91802808828,6.0
Super built-up  Area,Subramanyapura,1278.0,2.0,2.0,59.0,3.0,4616.588419405321,5.0
Super built-up  Area,Other,2400.0,6.0,2.0,98.0,6.0,4083.3333333333335,12.0
Super built-up  Area,Other,1250.0,2.0,1.0,43.0,2.0,3440.0,4.0
Plot  Area,Vijayanagar,2400.0,6.0,3.0,125.0,5.0,5208.333333333333,11.0
Plot  Area,KR Puram,4166.0,5.0,2.0,560.0,5.0,13442.150744119059,10.0
Super built-up  Area,Lakshminarayana Pura,1210.0,2.0,2.0,75.0,2.0,6198.347107438017,4.0
Super built-up  Area,8th Phase JP Nagar,1200.0,3.0,2.0,110.0,4.0,9166.666666666666,7.0
Super built-up  Area,Sarjapur  Road,1157.0,2.0,1.0,57.84,3.0,4999.1356957649095,5.0
Super built-up  Area,Raja Rajeshwari Nagar,1185.0,2.0,1.0,51.15,2.0,4316.455696202532,4.0
Super built-up  Area,Kalena Agrahara,1450.0,3.0,3.0,100.0,3.0,6896.551724137931,6.0
Super built-up  Area,Old Madras Road,1859.0,3.0,2.0,121.0,3.0,6508.87573964497,6.0
Super built-up  Area,Rajaji Nagar,1763.0,3.0,2.0,262.0,2.0,14861.032331253546,5.0
Super built-up  Area,Attibele,900.0,1.0,1.0,25.0,2.0,2777.777777777778,3.0
Super built-up  Area,Ramamurthy Nagar,1305.0,3.0,1.0,60.0,3.0,4597.701149425287,6.0
Built-up  Area,Other,1200.0,2.0,2.0,100.0,3.0,8333.333333333334,5.0
Super built-up  Area,Thanisandra,784.0,1.0,0.0,35.285,1.0,4500.6377551020405,2.0
Super built-up  Area,Sarjapur  Road,1150.0,2.0,0.0,36.8,2.0,3199.9999999999995,4.0
Built-up  Area,Whitefield,1806.0,3.0,3.0,85.0,3.0,4706.5337763012185,6.0
Super built-up  Area,Kudlu,1027.0,2.0,2.0,42.0,2.0,4089.581304771178,4.0
Super built-up  Area,Uttarahalli,1002.0,2.0,1.0,40.08,2.0,4000.0,4.0
Super built-up  Area,Electronic City Phase II,1220.0,2.0,1.0,36.21,3.0,2968.032786885246,5.0
Super built-up  Area,Whitefield,1109.0,2.0,1.0,35.22,2.0,3175.834084761046,4.0
Built-up  Area,Uttarahalli,1002.0,2.0,1.0,40.08,2.0,4000.0,4.0
Super built-up  Area,Other,1308.0,2.0,1.0,89.04,2.0,6807.339449541284,4.0
Super built-up  Area,Hennur Road,1232.0,2.0,1.0,69.6,2.0,5649.350649350648,4.0
Super built-up  Area,Haralur Road,1027.0,2.0,2.0,44.0,2.0,4284.323271665044,4.0
Built-up  Area,Kalyan nagar,1250.0,2.0,2.0,65.0,2.0,5200.0,4.0
Super built-up  Area,Raja Rajeshwari Nagar,1255.0,2.0,1.0,53.87,2.0,4292.4302788844625,4.0
Built-up  Area,Akshaya Nagar,1434.0,3.0,3.0,84.0,3.0,5857.740585774059,6.0
Built-up  Area,Doddathoguru,925.0,2.0,2.0,30.0,2.0,3243.2432432432433,4.0
Super built-up  Area,Jakkur,1858.0,3.0,1.0,123.0,3.0,6620.021528525296,6.0
Built-up  Area,Other,1205.0,2.0,1.0,70.0,2.0,5809.128630705394,4.0
Plot  Area,Other,1500.0,3.0,2.0,90.0,3.0,6000.0,6.0
Plot  Area,Other,1200.0,3.0,2.0,200.0,3.0,16666.666666666668,6.0
Super built-up  Area,Mysore Road,1020.0,2.0,2.0,48.95,2.0,4799.019607843137,4.0
Super built-up  Area,Thanisandra,965.0,2.0,1.0,56.0,2.0,5803.108808290155,4.0
Plot  Area,7th Phase JP Nagar,1800.0,6.0,3.0,270.0,5.0,15000.0,11.0
Super built-up  Area,Battarahalli,1636.0,2.0,2.0,82.89,2.0,5066.6259168704155,4.0
Super built-up  Area,Kundalahalli,1724.0,3.0,1.0,125.0,3.0,7250.580046403712,6.0
Super built-up  Area,Whitefield,1216.0,2.0,1.0,67.0,2.0,5509.868421052632,4.0
Super built-up  Area,Yelahanka,654.0,1.0,1.0,36.25,1.0,5542.813455657492,2.0
Super built-up  Area,Other,1190.0,2.0,2.0,41.0,2.0,3445.378151260504,4.0
Super built-up  Area,Budigere,1636.0,3.0,2.0,92.0,3.0,5623.471882640587,6.0
Super built-up  Area,Hennur Road,1195.0,2.0,2.0,73.0,2.0,6108.786610878661,4.0
Super built-up  Area,Nagavara,2400.0,3.0,3.0,251.0,3.0,10458.333333333334,6.0
Super built-up  Area,Other,1250.0,2.0,1.0,67.0,2.0,5360.0,4.0
Super built-up  Area,Whitefield,1452.0,3.0,2.0,90.0,3.0,6198.347107438017,6.0
Super built-up  Area,Thanisandra,1546.0,3.0,1.0,95.0,3.0,6144.890038809832,6.0
Built-up  Area,Sarjapur  Road,3385.5,6.0,0.0,142.0,4.0,4194.358292718948,10.0
Plot  Area,Indira Nagar,1440.0,3.0,1.0,275.0,3.0,19097.222222222223,6.0
Plot  Area,Other,2260.0,3.0,1.0,80.0,2.0,3539.8230088495575,5.0
Plot  Area,Other,2700.0,3.0,2.0,90.0,4.0,3333.3333333333335,7.0
Super built-up  Area,Indira Nagar,1475.0,2.0,2.0,171.0,2.0,11593.22033898305,4.0
Built-up  Area,JP Nagar,3000.0,3.0,2.0,150.0,4.0,5000.0,7.0
Built-up  Area,Other,375.0,1.0,0.0,26.0,1.0,6933.333333333333,2.0
Super built-up  Area,Balagere,1007.0,2.0,1.0,66.0,2.0,6554.121151936445,4.0
Super built-up  Area,Other,5422.0,6.0,2.0,1900.0,4.0,35042.419771302106,10.0
Super built-up  Area,Hennur Road,1020.0,2.0,3.0,47.0,2.0,4607.843137254902,4.0
Super built-up  Area,Other,1000.0,2.0,0.0,150.0,2.0,15000.0,4.0
Plot  Area,Other,800.0,3.0,1.0,59.5,2.0,7437.5,5.0
Super built-up  Area,Marathahalli,1125.0,2.0,3.0,55.0,2.0,4888.888888888889,4.0
Built-up  Area,Other,909.0,2.0,1.0,43.0,3.0,4730.47304730473,5.0
Built-up  Area,Whitefield,2850.0,5.0,0.0,240.0,4.0,8421.052631578947,9.0
Super built-up  Area,Other,1400.0,2.0,3.0,85.0,2.0,6071.428571428572,4.0
Super built-up  Area,Kadugodi,1152.0,2.0,2.0,61.0,2.0,5295.138888888889,4.0
Super built-up  Area,Subramanyapura,958.0,2.0,1.0,34.49,2.0,3600.2087682672236,4.0
Super built-up  Area,Whitefield,1150.0,2.0,2.0,55.0,2.0,4782.608695652174,4.0
Super built-up  Area,Old Madras Road,2990.0,5.0,1.0,173.0,3.0,5785.953177257525,8.0
Super built-up  Area,Bellandur,1310.0,2.0,2.0,85.0,2.0,6488.5496183206105,4.0
Super built-up  Area,Hosur Road,1590.0,2.0,2.0,126.0,3.0,7924.528301886792,5.0
Super built-up  Area,Green Glen Layout,1645.0,3.0,2.0,110.0,3.0,6686.930091185411,6.0
Built-up  Area,Other,1800.0,2.0,2.0,100.0,3.0,5555.555555555556,5.0
Super built-up  Area,Thanisandra,1795.0,3.0,2.0,150.0,3.0,8356.545961002785,6.0
Super built-up  Area,8th Phase JP Nagar,1100.0,2.0,3.0,35.0,2.0,3181.818181818182,4.0
Super built-up  Area,Thanisandra,777.0,1.0,0.0,38.535,1.0,4959.459459459459,2.0
Super built-up  Area,Other,925.0,2.0,2.0,70.0,2.0,7567.5675675675675,4.0
Super built-up  Area,Basavangudi,1542.14,3.0,3.0,120.0,3.0,7781.394685307429,6.0
Plot  Area,Konanakunte,3746.0,6.0,1.0,375.0,4.0,10010.6780565937,10.0
Super built-up  Area,Thanisandra,1430.0,2.0,2.0,54.0,3.0,3776.2237762237764,5.0
Super built-up  Area,Bommanahalli,1020.0,2.0,2.0,55.0,2.0,5392.156862745098,4.0
Super built-up  Area,Electronic City Phase II,1140.0,2.0,1.0,32.92,2.0,2887.719298245614,4.0
Built-up  Area,Anekal,967.0,2.0,1.0,45.0,3.0,4653.567735263702,5.0
Super built-up  Area,Hebbal,2470.0,4.0,2.0,203.0,4.0,8218.623481781377,8.0
Built-up  Area,Other,850.0,1.0,0.0,35.5,2.0,4176.470588235294,3.0
Super built-up  Area,Other,1100.0,2.0,2.0,32.0,2.0,2909.090909090909,4.0
Super built-up  Area,Thanisandra,1697.0,3.0,2.0,110.0,3.0,6482.027106658809,6.0
Super built-up  Area,Varthur,1250.0,2.0,2.0,47.0,2.0,3760.0,4.0
Super built-up  Area,Gottigere,1120.0,2.0,2.0,50.0,2.0,4464.285714285715,4.0
Plot  Area,NRI Layout,1200.0,4.0,0.0,95.0,4.0,7916.666666666667,8.0
Plot  Area,Hennur Road,5100.0,6.0,3.0,375.0,5.0,7352.941176470588,11.0
Plot  Area,Other,2400.0,3.0,2.0,480.0,4.0,20000.0,7.0
Super built-up  Area,Hebbal,1200.0,2.0,1.0,52.0,2.0,4333.333333333333,4.0
Super built-up  Area,7th Phase JP Nagar,1100.0,2.0,1.0,44.0,2.0,4000.0,4.0
Super built-up  Area,Devarachikkanahalli,1417.0,2.0,2.0,76.0,3.0,5363.443895553987,5.0
Built-up  Area,Thanisandra,1492.0,3.0,1.0,88.0,3.0,5898.123324396783,6.0
Super built-up  Area,Devanahalli,1498.0,3.0,3.0,79.15,3.0,5283.711615487317,6.0
Built-up  Area,Other,3500.0,2.0,1.0,350.0,4.0,10000.0,6.0
Super built-up  Area,Kundalahalli,1010.0,2.0,1.0,48.27,2.0,4779.207920792079,4.0
Super built-up  Area,Channasandra,1050.0,2.0,1.0,35.0,2.0,3333.3333333333335,4.0
Super built-up  Area,Hegde Nagar,1847.0,3.0,2.0,125.0,3.0,6767.73145641581,6.0
Super built-up  Area,Other,1200.0,2.0,2.0,55.0,2.0,4583.333333333333,4.0
Super built-up  Area,Bellandur,982.0,2.0,2.0,37.28,2.0,3796.3340122199593,4.0
Super built-up  Area,Hegde Nagar,2144.6,4.0,2.0,145.0,3.0,6761.167583698592,7.0
Super built-up  Area,Kengeri,750.0,2.0,1.0,36.5,2.0,4866.666666666667,4.0
Super built-up  Area,Electronic City,919.0,2.0,2.0,35.0,2.0,3808.487486398259,4.0
Super built-up  Area,Budigere,1087.0,2.0,1.0,54.3,2.0,4995.40018399264,4.0
Built-up  Area,Other,1480.0,3.0,2.0,74.0,3.0,5000.0,6.0
Built-up  Area,Tindlu,1180.0,2.0,2.0,52.0,2.0,4406.779661016949,4.0
Super built-up  Area,Other,2100.0,4.0,2.0,255.0,3.0,12142.857142857143,7.0
Super built-up  Area,Jigani,1221.0,3.0,2.0,65.0,3.0,5323.505323505324,6.0
Built-up  Area,Thanisandra,2072.0,3.0,2.0,122.0,3.0,5888.030888030888,6.0
Built-up  Area,Whitefield,1600.0,3.0,2.0,69.0,3.0,4312.5,6.0
Super built-up  Area,Sahakara Nagar,2200.0,3.0,2.0,98.0,3.0,4454.545454545455,6.0
Super built-up  Area,Rajaji Nagar,1640.0,3.0,3.0,220.0,3.0,13414.634146341463,6.0
Super built-up  Area,Kaikondrahalli,1253.0,2.0,2.0,81.5,2.0,6504.38946528332,4.0
Super built-up  Area,Hennur Road,1061.0,2.0,1.0,54.92,2.0,5176.248821866164,4.0
Super built-up  Area,Marathahalli,1950.0,3.0,2.0,115.0,3.0,5897.4358974358975,6.0
Built-up  Area,Marathahalli,1250.0,2.0,2.0,68.0,2.0,5440.0,4.0
Super built-up  Area,Hennur Road,1585.0,2.0,3.0,80.0,3.0,5047.318611987382,5.0
Super built-up  Area,Kammasandra,1015.0,2.0,2.0,37.0,2.0,3645.320197044335,4.0
Super built-up  Area,Begur Road,2464.5,6.0,0.0,118.0,4.0,4787.9894501927365,10.0
Super built-up  Area,Marathahalli,1125.0,2.0,2.0,56.8,2.0,5048.888888888889,4.0
Super built-up  Area,Electronic City Phase II,1116.0,2.0,2.0,40.0,2.0,3584.2293906810037,4.0
Built-up  Area,Other,400.0,1.0,0.0,35.0,1.0,8750.0,2.0
